timestamp,symbol,price
2015-09-15T00:00:00.000+02:00,FSLR,46.58
2015-08-28T00:00:00.000+02:00,EFX,98.45
2015-08-18T00:00:00.000+02:00,BLK,328.8
2015-08-11T00:00:00.000+02:00,JNJ,99.03
2015-09-15T00:00:00.000+02:00,PSX,79.22
2015-09-11T00:00:00.000+02:00,UTX,92.3
2015-08-13T00:00:00.000+02:00,JWN,74.91
2015-09-09T00:00:00.000+02:00,NTAP,31.119999999999997
2015-09-17T00:00:00.000+02:00,YUM,82.92
2015-08-13T00:00:00.000+02:00,K,68.91
2015-09-17T00:00:00.000+02:00,FISV,87.6
2015-08-05T00:00:00.000+02:00,PEG,41.18
2015-08-17T00:00:00.000+02:00,ARG,106.39000000000001
2015-09-17T00:00:00.000+02:00,DTE,78.165
2015-08-26T00:00:00.000+02:00,MON,97.17
2015-08-25T00:00:00.000+02:00,CAT,72.08
2015-09-14T00:00:00.000+02:00,DOV,59.97
2015-09-21T00:00:00.000+02:00,NKE,116.62
2015-09-22T00:00:00.000+02:00,AMAT,15.099999999999998
2015-09-16T00:00:00.000+02:00,PFE,33.17
2015-08-21T00:00:00.000+02:00,MON,97.41
2015-08-10T00:00:00.000+02:00,PEG,41.92
2015-08-20T00:00:00.000+02:00,PEG,43.21999999999999
2015-08-06T00:00:00.000+02:00,CAT,77.47
2015-08-18T00:00:00.000+02:00,FLIR,30.37
2015-09-18T00:00:00.000+02:00,ARG,93.16
2015-08-12T00:00:00.000+02:00,K,68.91
2015-09-21T00:00:00.000+02:00,PSX,79.3
2015-08-12T00:00:00.000+02:00,DOV,64.68
2015-09-09T00:00:00.000+02:00,ADSK,46.16
2015-09-17T00:00:00.000+02:00,FOSL,59.16
2015-08-10T00:00:00.000+02:00,AMZN,524.0
2015-09-21T00:00:00.000+02:00,ISRG,505.26
2015-09-04T00:00:00.000+02:00,ADP,76.15
2015-09-03T00:00:00.000+02:00,PAYX,44.7
2015-09-11T00:00:00.000+02:00,FOXA,26.45
2015-09-22T00:00:00.000+02:00,COH,28.919999999999998
2015-08-06T00:00:00.000+02:00,NRG,19.43
2015-08-25T00:00:00.000+02:00,JNJ,90.733
2015-09-22T00:00:00.000+02:00,CSCO,25.139999999999997
2015-09-08T00:00:00.000+02:00,INTC,29.5
2015-08-06T00:00:00.000+02:00,FLR,48.05
2015-09-18T00:00:00.000+02:00,CSCO,25.539999999999996
2015-09-03T00:00:00.000+02:00,FSLR,48.29
2015-08-13T00:00:00.000+02:00,EQIX,282.23
2015-08-19T00:00:00.000+02:00,FSLR,49.94
2015-08-27T00:00:00.000+02:00,AEP,54.89
2015-08-18T00:00:00.000+02:00,TGT,79.66
2015-08-03T00:00:00.000+02:00,GILD,119.6
2015-09-10T00:00:00.000+02:00,TGT,77.06
2015-08-31T00:00:00.000+02:00,WAT,121.4
2015-08-20T00:00:00.000+02:00,MET,51.92100000000001
2015-08-05T00:00:00.000+02:00,CMCSA,59.81
2015-08-21T00:00:00.000+02:00,CAT,75.02
2015-09-01T00:00:00.000+02:00,PEG,38.95
2015-09-15T00:00:00.000+02:00,SRCL,138.34
2015-08-20T00:00:00.000+02:00,WAT,125.88
2015-08-17T00:00:00.000+02:00,FMC,47.72
2015-08-04T00:00:00.000+02:00,ADSK,54.15
2015-08-11T00:00:00.000+02:00,MO,55.745
2015-08-14T00:00:00.000+02:00,MON,103.22
2015-09-04T00:00:00.000+02:00,PSX,77.15
2015-08-10T00:00:00.000+02:00,UTX,99.52
2015-08-21T00:00:00.000+02:00,AIZ,74.9
2015-09-08T00:00:00.000+02:00,FFIV,121.71
2015-09-09T00:00:00.000+02:00,EQIX,281.0
2015-08-10T00:00:00.000+02:00,CTL,28.76
2015-08-19T00:00:00.000+02:00,C,57.0
2015-09-22T00:00:00.000+02:00,BLL,64.87
2015-08-27T00:00:00.000+02:00,JWN,73.37
2015-09-01T00:00:00.000+02:00,MSFT,41.82
2015-08-17T00:00:00.000+02:00,PKI,50.33
2015-08-21T00:00:00.000+02:00,JNJ,95.51
2015-08-10T00:00:00.000+02:00,DOV,66.06
2015-08-20T00:00:00.000+02:00,MSFT,45.75
2015-08-04T00:00:00.000+02:00,DLTR,77.8
2015-09-14T00:00:00.000+02:00,MON,90.15
2015-08-19T00:00:00.000+02:00,EQIX,285.59
2015-08-04T00:00:00.000+02:00,NKE,115.77
2015-08-24T00:00:00.000+02:00,WAT,117.81999999999998
2015-09-18T00:00:00.000+02:00,YUM,80.11
2015-08-14T00:00:00.000+02:00,FOXA,30.29
2015-08-26T00:00:00.000+02:00,VRSN,68.08
2015-08-10T00:00:00.000+02:00,DLTR,78.11
2015-09-02T00:00:00.000+02:00,UHS,136.33
2015-08-05T00:00:00.000+02:00,SWKS,88.96
2015-09-16T00:00:00.000+02:00,EQIX,290.57
2015-09-22T00:00:00.000+02:00,AMZN,538.4
2015-09-15T00:00:00.000+02:00,LB,91.74
2015-08-31T00:00:00.000+02:00,FOXA,27.39
2015-09-15T00:00:00.000+02:00,AAL,42.64
2015-09-22T00:00:00.000+02:00,AIZ,75.6
2015-09-18T00:00:00.000+02:00,V,69.79
2015-09-16T00:00:00.000+02:00,DO,22.97
2015-08-25T00:00:00.000+02:00,BLL,63.64
2015-09-14T00:00:00.000+02:00,AIZ,76.62
2015-08-20T00:00:00.000+02:00,AN,60.79
2015-08-03T00:00:00.000+02:00,NRG,22.26
2015-08-26T00:00:00.000+02:00,MO,53.199999999999996
2015-08-11T00:00:00.000+02:00,L,39.03
2015-09-09T00:00:00.000+02:00,DOV,60.49
2015-08-28T00:00:00.000+02:00,XLNX,42.27
2015-09-09T00:00:00.000+02:00,NWSA,13.22
2015-09-11T00:00:00.000+02:00,USB,41.05
2015-09-11T00:00:00.000+02:00,MON,92.5
2015-08-17T00:00:00.000+02:00,FB,93.93
2015-08-24T00:00:00.000+02:00,TRIP,66.27
2015-09-18T00:00:00.000+02:00,SWKS,89.37
2015-09-18T00:00:00.000+02:00,CTL,25.66
2015-09-16T00:00:00.000+02:00,NEM,16.93
2015-09-22T00:00:00.000+02:00,YUM,79.28
2015-09-09T00:00:00.000+02:00,TRIP,66.92
2015-08-27T00:00:00.000+02:00,EFX,98.82
2015-08-25T00:00:00.000+02:00,AMZN,466.37
2015-08-18T00:00:00.000+02:00,AEP,58.269999999999996
2015-09-21T00:00:00.000+02:00,AN,60.98
2015-08-10T00:00:00.000+02:00,ANTM,152.39
2015-08-27T00:00:00.000+02:00,BLK,314.81
2015-08-18T00:00:00.000+02:00,ALXN,187.42
2015-08-04T00:00:00.000+02:00,HAR,110.43
2015-09-04T00:00:00.000+02:00,HES,56.36
2015-09-04T00:00:00.000+02:00,FOSL,59.74
2015-08-03T00:00:00.000+02:00,FMC,48.45
2015-09-03T00:00:00.000+02:00,CTXS,67.87
2015-09-16T00:00:00.000+02:00,FOSL,60.2
2015-09-10T00:00:00.000+02:00,FMC,41.33
2015-08-31T00:00:00.000+02:00,AEP,54.29
2015-09-17T00:00:00.000+02:00,WAT,124.07
2015-08-28T00:00:00.000+02:00,AAL,38.62
2015-08-10T00:00:00.000+02:00,WAT,133.86
2015-08-13T00:00:00.000+02:00,MDLZ,46.01
2015-08-14T00:00:00.000+02:00,COP,49.77
2015-08-03T00:00:00.000+02:00,YUM,87.79010000000001
2015-08-20T00:00:00.000+02:00,EXPE,118.7
2015-09-10T00:00:00.000+02:00,HRS,75.08
2015-09-17T00:00:00.000+02:00,MDLZ,43.72
2015-08-13T00:00:00.000+02:00,ARG,105.71
2015-08-28T00:00:00.000+02:00,DISCK,25.71
2015-09-18T00:00:00.000+02:00,BLK,308.87
2015-08-18T00:00:00.000+02:00,NWSA,15.13
2015-09-09T00:00:00.000+02:00,TGT,77.16
2015-08-19T00:00:00.000+02:00,DTE,84.39
2015-08-19T00:00:00.000+02:00,ADSK,54.32
2015-08-04T00:00:00.000+02:00,MS,38.93
2015-09-22T00:00:00.000+02:00,ORLY,244.89
2015-08-14T00:00:00.000+02:00,TSN,42.47
2015-09-11T00:00:00.000+02:00,EMC,24.59
2015-08-12T00:00:00.000+02:00,MO,55.74
2015-08-17T00:00:00.000+02:00,MAT,23.41
2015-08-24T00:00:00.000+02:00,MS,32.26
2015-09-10T00:00:00.000+02:00,ARG,94.8
2015-08-14T00:00:00.000+02:00,NKE,114.32
2015-08-03T00:00:00.000+02:00,SRCL,140.93
2015-09-10T00:00:00.000+02:00,JWN,73.76
2015-08-19T00:00:00.000+02:00,GMCR,49.46
2015-08-27T00:00:00.000+02:00,ARG,96.81
2015-08-21T00:00:00.000+02:00,WFM,31.64
2015-09-01T00:00:00.000+02:00,HES,57.09
2015-08-20T00:00:00.000+02:00,COP,47.0
2015-09-16T00:00:00.000+02:00,FMC,40.12
2015-08-06T00:00:00.000+02:00,DO,22.290000000000003
2015-08-27T00:00:00.000+02:00,AKAM,70.5
2015-09-09T00:00:00.000+02:00,MU,16.95
2015-08-13T00:00:00.000+02:00,UHS,142.28
2015-08-18T00:00:00.000+02:00,F,14.83
2015-09-18T00:00:00.000+02:00,FLR,43.28
2015-09-21T00:00:00.000+02:00,AAL,43.24
2015-09-03T00:00:00.000+02:00,V,70.37
2015-08-21T00:00:00.000+02:00,V,71.19
2015-08-11T00:00:00.000+02:00,ADSK,54.06
2015-09-03T00:00:00.000+02:00,JNJ,92.58
2015-08-24T00:00:00.000+02:00,LB,78.07
2015-08-11T00:00:00.000+02:00,CSCO,28.03
2015-08-17T00:00:00.000+02:00,LM,48.84
2015-09-01T00:00:00.000+02:00,OKE,34.96
2015-08-31T00:00:00.000+02:00,ROST,48.62
2015-09-10T00:00:00.000+02:00,ADSK,46.23
2015-08-12T00:00:00.000+02:00,HSIC,144.76
2015-09-01T00:00:00.000+02:00,UHS,131.74
2015-08-03T00:00:00.000+02:00,OKE,36.56
2015-09-11T00:00:00.000+02:00,OKE,35.17
2015-08-31T00:00:00.000+02:00,TRIP,69.9
2015-09-04T00:00:00.000+02:00,USB,40.56
2015-09-02T00:00:00.000+02:00,CERN,60.96
2015-08-05T00:00:00.000+02:00,MDLZ,46.29
2015-08-04T00:00:00.000+02:00,CSCO,28.03
2015-08-25T00:00:00.000+02:00,ALXN,165.44
2015-08-21T00:00:00.000+02:00,AAPL,105.76
2015-08-11T00:00:00.000+02:00,INTC,28.97
2015-08-12T00:00:00.000+02:00,CAT,78.93
2015-08-20T00:00:00.000+02:00,SYMC,21.35
2015-08-14T00:00:00.000+02:00,F,14.77
2015-09-17T00:00:00.000+02:00,MO,54.71000000000001
2015-08-10T00:00:00.000+02:00,EFX,104.64
2015-09-10T00:00:00.000+02:00,DTE,75.09
2015-09-01T00:00:00.000+02:00,VRSN,66.56
2015-08-11T00:00:00.000+02:00,RHT,77.44
2015-08-13T00:00:00.000+02:00,INTC,28.87
2015-08-04T00:00:00.000+02:00,DISCK,30.059999999999995
2015-09-14T00:00:00.000+02:00,V,69.98
2015-08-17T00:00:00.000+02:00,WAT,129.24
2015-08-04T00:00:00.000+02:00,LM,49.64
2015-08-26T00:00:00.000+02:00,V,70.77
2015-08-06T00:00:00.000+02:00,HRS,82.95000000000002
2015-08-10T00:00:00.000+02:00,SPLS,14.26
2015-09-01T00:00:00.000+02:00,L,35.71
2015-09-17T00:00:00.000+02:00,COH,29.86
2015-09-22T00:00:00.000+02:00,XLNX,41.77
2015-08-03T00:00:00.000+02:00,DISCK,30.01
2015-09-16T00:00:00.000+02:00,HRS,74.55
2015-08-25T00:00:00.000+02:00,ANTM,137.98
2015-09-18T00:00:00.000+02:00,HCA,82.71
2015-08-06T00:00:00.000+02:00,AN,60.839999999999996
2015-08-12T00:00:00.000+02:00,PSX,84.36
2015-08-11T00:00:00.000+02:00,EFX,103.56
2015-08-24T00:00:00.000+02:00,TSN,40.19
2015-08-21T00:00:00.000+02:00,NFLX,103.96
2015-08-21T00:00:00.000+02:00,YUM,79.71
2015-08-27T00:00:00.000+02:00,UTX,93.15
2015-08-26T00:00:00.000+02:00,DTE,77.87
2015-08-19T00:00:00.000+02:00,DISCK,27.6
2015-08-07T00:00:00.000+02:00,RHT,77.56
2015-09-16T00:00:00.000+02:00,ORLY,252.5
2015-08-21T00:00:00.000+02:00,HAS,75.18
2015-08-05T00:00:00.000+02:00,K,68.68
2015-09-03T00:00:00.000+02:00,NWSA,13.32
2015-08-31T00:00:00.000+02:00,SRCL,141.14
2015-09-18T00:00:00.000+02:00,MON,88.04
2015-08-12T00:00:00.000+02:00,VRSN,70.72
2015-08-14T00:00:00.000+02:00,FISV,89.58
2015-08-03T00:00:00.000+02:00,NKE,114.82
2015-09-01T00:00:00.000+02:00,FB,87.23
2015-08-17T00:00:00.000+02:00,FLIR,30.565
2015-09-02T00:00:00.000+02:00,HCA,85.46
2015-09-03T00:00:00.000+02:00,COH,29.85
2015-09-01T00:00:00.000+02:00,NWSA,13.069999999999999
2015-09-18T00:00:00.000+02:00,MS,33.01
2015-08-03T00:00:00.000+02:00,CSCO,28.36
2015-09-17T00:00:00.000+02:00,EMC,24.699999999999996
2015-08-11T00:00:00.000+02:00,ADI,59.38
2015-08-24T00:00:00.000+02:00,AAPL,103.15499999999999
2015-08-25T00:00:00.000+02:00,CSCO,24.62
2015-09-09T00:00:00.000+02:00,JWN,73.16
2015-08-04T00:00:00.000+02:00,USB,45.24
2015-08-04T00:00:00.000+02:00,COP,49.88
2015-09-18T00:00:00.000+02:00,COP,48.375
2015-08-03T00:00:00.000+02:00,FISV,87.32
2015-09-18T00:00:00.000+02:00,COH,29.09
2015-08-24T00:00:00.000+02:00,NEM,16.89
2015-09-11T00:00:00.000+02:00,TRIP,66.92
2015-09-21T00:00:00.000+02:00,TRIP,68.38
2015-08-11T00:00:00.000+02:00,CAT,78.05
2015-09-15T00:00:00.000+02:00,HAR,100.54
2015-09-09T00:00:00.000+02:00,CSCO,25.94
2015-08-18T00:00:00.000+02:00,CSCO,28.25
2015-09-16T00:00:00.000+02:00,AEP,54.605
2015-08-26T00:00:00.000+02:00,EMC,24.180000000000003
2015-08-03T00:00:00.000+02:00,EXPE,122.59000000000002
2015-08-04T00:00:00.000+02:00,COH,31.4
2015-08-25T00:00:00.000+02:00,NKE,103.53
2015-08-17T00:00:00.000+02:00,CTXS,77.73
2015-08-27T00:00:00.000+02:00,RHT,74.24
2015-08-31T00:00:00.000+02:00,F,13.86
2015-08-04T00:00:00.000+02:00,SRCL,141.63
2015-08-14T00:00:00.000+02:00,OKE,36.28
2015-08-06T00:00:00.000+02:00,FMC,49.06
2015-08-26T00:00:00.000+02:00,L,35.79
2015-08-05T00:00:00.000+02:00,AIZ,76.67
2015-09-21T00:00:00.000+02:00,HES,52.29
2015-08-13T00:00:00.000+02:00,FFIV,131.63
2015-08-13T00:00:00.000+02:00,MET,54.37
2015-09-14T00:00:00.000+02:00,MO,52.44
2015-08-14T00:00:00.000+02:00,YUM,83.58
2015-09-02T00:00:00.000+02:00,NKE,110.68
2015-08-27T00:00:00.000+02:00,MO,53.74
2015-09-16T00:00:00.000+02:00,ANTM,151.15
2015-09-14T00:00:00.000+02:00,PX,104.4
2015-08-18T00:00:00.000+02:00,GOOG,656.13
2015-09-08T00:00:00.000+02:00,AKAM,74.32
2015-09-04T00:00:00.000+02:00,NWSA,12.819999999999999
2015-08-10T00:00:00.000+02:00,GMCR,54.61
2015-08-25T00:00:00.000+02:00,K,65.1
2015-08-26T00:00:00.000+02:00,COH,29.42
2015-08-07T00:00:00.000+02:00,INTC,28.88
2015-09-03T00:00:00.000+02:00,AAL,40.89
2015-09-21T00:00:00.000+02:00,XLNX,42.355
2015-08-25T00:00:00.000+02:00,MS,31.759999999999998
2015-08-05T00:00:00.000+02:00,CTL,28.55
2015-09-01T00:00:00.000+02:00,C,50.92
2015-09-11T00:00:00.000+02:00,FB,92.04999999999998
2015-08-24T00:00:00.000+02:00,RHT,69.03
2015-09-01T00:00:00.000+02:00,BLK,294.52
2015-09-17T00:00:00.000+02:00,XLNX,43.09
2015-09-17T00:00:00.000+02:00,DO,22.28
2015-09-17T00:00:00.000+02:00,NTAP,32.21
2015-09-15T00:00:00.000+02:00,EQIX,290.05
2015-08-19T00:00:00.000+02:00,BLL,70.64
2015-08-21T00:00:00.000+02:00,ADI,53.78
2015-09-09T00:00:00.000+02:00,MO,53.015
2015-08-21T00:00:00.000+02:00,COP,45.41
2015-08-31T00:00:00.000+02:00,NRG,19.925
2015-08-31T00:00:00.000+02:00,ANTM,141.02
2015-08-19T00:00:00.000+02:00,OKE,34.98
2015-08-13T00:00:00.000+02:00,NEM,17.5
2015-09-15T00:00:00.000+02:00,K,67.455
2015-08-05T00:00:00.000+02:00,PAYX,48.269999999999996
2015-09-02T00:00:00.000+02:00,ADSK,45.99
2015-08-24T00:00:00.000+02:00,DO,21.07
2015-09-03T00:00:00.000+02:00,SWKS,85.34
2015-09-04T00:00:00.000+02:00,AAL,40.6
2015-08-07T00:00:00.000+02:00,ANTM,152.52
2015-09-01T00:00:00.000+02:00,TRIP,68.19
2015-08-05T00:00:00.000+02:00,PSX,78.26
2015-09-08T00:00:00.000+02:00,ADSK,46.81
2015-08-25T00:00:00.000+02:00,DISCK,24.210000000000004
2015-09-08T00:00:00.000+02:00,PX,104.27
2015-08-19T00:00:00.000+02:00,FFIV,132.75
2015-08-14T00:00:00.000+02:00,NRG,20.81
2015-08-20T00:00:00.000+02:00,AAPL,112.65
2015-09-15T00:00:00.000+02:00,HRS,73.92
2015-08-05T00:00:00.000+02:00,C,58.739999999999995
2015-08-12T00:00:00.000+02:00,AAPL,115.23999999999998
2015-09-01T00:00:00.000+02:00,FFIV,118.39
2015-08-13T00:00:00.000+02:00,USB,45.07
2015-08-12T00:00:00.000+02:00,FOSL,60.67
2015-08-14T00:00:00.000+02:00,GOOG,657.12
2015-08-27T00:00:00.000+02:00,HES,55.71
2015-09-15T00:00:00.000+02:00,NRG,19.04
2015-09-01T00:00:00.000+02:00,ANTM,137.98
2015-08-19T00:00:00.000+02:00,EMC,26.1553
2015-08-24T00:00:00.000+02:00,FB,82.09
2015-09-02T00:00:00.000+02:00,MSFT,43.36
2015-09-17T00:00:00.000+02:00,SYMC,20.075
2015-09-01T00:00:00.000+02:00,FISV,82.87
2015-09-02T00:00:00.000+02:00,PKI,47.54
2015-09-03T00:00:00.000+02:00,HCA,86.39
2015-08-13T00:00:00.000+02:00,WFM,33.72
2015-08-24T00:00:00.000+02:00,COH,28.69
2015-08-05T00:00:00.000+02:00,MO,55.47
2015-08-31T00:00:00.000+02:00,DLTR,76.26
2015-08-07T00:00:00.000+02:00,MU,18.44
2015-08-28T00:00:00.000+02:00,COH,29.96
2015-08-14T00:00:00.000+02:00,DISCK,27.12
2015-08-06T00:00:00.000+02:00,C,58.1
2015-09-04T00:00:00.000+02:00,ALXN,171.98
2015-08-31T00:00:00.000+02:00,PAYX,44.66
2015-08-18T00:00:00.000+02:00,ARG,106.07
2015-08-06T00:00:00.000+02:00,FB,95.12
2015-09-22T00:00:00.000+02:00,SRCL,138.29
2015-09-02T00:00:00.000+02:00,AAL,41.51
2015-08-06T00:00:00.000+02:00,NTAP,30.689999999999998
2015-09-18T00:00:00.000+02:00,ISRG,511.46
2015-08-14T00:00:00.000+02:00,HSIC,145.1
2015-09-01T00:00:00.000+02:00,SPLS,13.69
2015-08-05T00:00:00.000+02:00,SYMC,22.9
2015-09-11T00:00:00.000+02:00,COH,29.44
2015-09-18T00:00:00.000+02:00,ALXN,166.58
2015-08-26T00:00:00.000+02:00,PAYX,44.62
2015-08-13T00:00:00.000+02:00,ADSK,54.61
2015-08-14T00:00:00.000+02:00,FFIV,132.61
2015-08-07T00:00:00.000+02:00,NFLX,123.52
2015-08-24T00:00:00.000+02:00,URBN,28.540000000000003
2015-08-07T00:00:00.000+02:00,EXPE,121.04
2015-08-14T00:00:00.000+02:00,COH,31.93
2015-09-02T00:00:00.000+02:00,PX,102.94
2015-08-20T00:00:00.000+02:00,TSCO,89.65
2015-09-11T00:00:00.000+02:00,PX,104.75
2015-08-19T00:00:00.000+02:00,MET,53.63
2015-08-31T00:00:00.000+02:00,ORCL,37.09
2015-08-26T00:00:00.000+02:00,CAT,73.88
2015-08-21T00:00:00.000+02:00,UTX,93.03
2015-08-25T00:00:00.000+02:00,CERN,60.24000000000001
2015-08-11T00:00:00.000+02:00,AKAM,72.96
2015-08-19T00:00:00.000+02:00,HES,56.74
2015-09-08T00:00:00.000+02:00,C,51.64
2015-08-20T00:00:00.000+02:00,MU,14.74
2015-08-17T00:00:00.000+02:00,HRS,83.01
2015-09-02T00:00:00.000+02:00,ROST,48.45
2015-08-26T00:00:00.000+02:00,DOV,58.24000000000001
2015-09-16T00:00:00.000+02:00,UHS,136.28
2015-08-07T00:00:00.000+02:00,VRSN,70.9
2015-09-09T00:00:00.000+02:00,PEG,38.65
2015-08-25T00:00:00.000+02:00,AAPL,103.74
2015-09-11T00:00:00.000+02:00,WFM,32.3
2015-09-08T00:00:00.000+02:00,PSX,79.9
2015-08-26T00:00:00.000+02:00,EFX,96.42
2015-08-26T00:00:00.000+02:00,DISCK,25.1
2015-09-10T00:00:00.000+02:00,PEG,38.88
2015-09-08T00:00:00.000+02:00,BLK,301.44
2015-08-06T00:00:00.000+02:00,CTL,27.931000000000004
2015-09-09T00:00:00.000+02:00,MAT,22.81
2015-08-25T00:00:00.000+02:00,TGT,73.95
2015-08-21T00:00:00.000+02:00,HSIC,138.1
2015-08-12T00:00:00.000+02:00,FSLR,51.88
2015-08-24T00:00:00.000+02:00,FOXA,26.660000000000004
2015-08-27T00:00:00.000+02:00,PEG,40.93
2015-09-14T00:00:00.000+02:00,GOOG,623.24
2015-08-27T00:00:00.000+02:00,ORCL,36.82
2015-08-26T00:00:00.000+02:00,MU,14.42
2015-08-11T00:00:00.000+02:00,MAT,23.3
2015-08-27T00:00:00.000+02:00,INTC,27.72
2015-08-18T00:00:00.000+02:00,FSLR,51.63
2015-09-01T00:00:00.000+02:00,MO,52.05
2015-08-26T00:00:00.000+02:00,PEG,40.3
2015-09-08T00:00:00.000+02:00,MAT,23.0
2015-09-04T00:00:00.000+02:00,ADSK,45.37
2015-08-24T00:00:00.000+02:00,AN,57.8
2015-09-21T00:00:00.000+02:00,PX,105.26
2015-09-08T00:00:00.000+02:00,OKE,36.42
2015-08-19T00:00:00.000+02:00,COP,47.68999999999999
2015-08-11T00:00:00.000+02:00,HSIC,145.25
2015-09-22T00:00:00.000+02:00,JWN,73.7
2015-09-17T00:00:00.000+02:00,HCA,86.02
2015-08-11T00:00:00.000+02:00,HES,57.89999999999999
2015-09-18T00:00:00.000+02:00,PEG,40.35
2015-09-08T00:00:00.000+02:00,CTXS,69.84
2015-08-14T00:00:00.000+02:00,NEM,17.35
2015-09-08T00:00:00.000+02:00,MET,49.07
2015-09-16T00:00:00.000+02:00,AAL,43.06
2015-08-17T00:00:00.000+02:00,BLK,329.27
2015-08-05T00:00:00.000+02:00,YUM,89.05
2015-08-06T00:00:00.000+02:00,ORCL,39.33
2015-08-20T00:00:00.000+02:00,ADI,53.82
2015-08-03T00:00:00.000+02:00,MU,19.0
2015-08-17T00:00:00.000+02:00,PEG,43.145
2015-09-03T00:00:00.000+02:00,CAT,74.38
2015-08-20T00:00:00.000+02:00,JNJ,98.79000000000002
2015-08-07T00:00:00.000+02:00,YUM,87.62
2015-09-09T00:00:00.000+02:00,ADI,56.269999999999996
2015-09-04T00:00:00.000+02:00,FB,88.26
2015-09-17T00:00:00.000+02:00,FLR,44.66
2015-09-15T00:00:00.000+02:00,DOV,61.33
2015-08-28T00:00:00.000+02:00,JNJ,95.16499999999999
2015-09-17T00:00:00.000+02:00,AMZN,538.87
2015-08-26T00:00:00.000+02:00,MDLZ,42.185
2015-08-28T00:00:00.000+02:00,VRSN,69.55
2015-08-25T00:00:00.000+02:00,NRG,18.9
2015-08-11T00:00:00.000+02:00,UHS,141.4201
2015-09-04T00:00:00.000+02:00,L,36.1
2015-08-20T00:00:00.000+02:00,NRG,20.3
2015-08-13T00:00:00.000+02:00,PEG,42.31
2015-09-01T00:00:00.000+02:00,HRS,74.64
2015-09-17T00:00:00.000+02:00,COP,50.13000000000001
2015-09-21T00:00:00.000+02:00,EMC,24.15
2015-08-27T00:00:00.000+02:00,GILD,107.99000000000001
2015-08-06T00:00:00.000+02:00,URBN,32.37
2015-08-19T00:00:00.000+02:00,MAT,22.51
2015-08-26T00:00:00.000+02:00,MS,33.3
2015-09-22T00:00:00.000+02:00,UHS,139.28
2015-09-03T00:00:00.000+02:00,ANTM,142.96
2015-09-04T00:00:00.000+02:00,BLL,64.01
2015-08-19T00:00:00.000+02:00,AAL,43.53
2015-09-14T00:00:00.000+02:00,YUM,80.95
2015-09-17T00:00:00.000+02:00,UHS,139.04
2015-08-07T00:00:00.000+02:00,GOOG,635.3
2015-09-15T00:00:00.000+02:00,CAT,74.59
2015-08-31T00:00:00.000+02:00,COP,49.14
2015-09-18T00:00:00.000+02:00,C,50.27
2015-08-20T00:00:00.000+02:00,INTC,27.56
2015-09-11T00:00:00.000+02:00,MSFT,43.48
2015-08-28T00:00:00.000+02:00,RHT,73.83
2015-08-20T00:00:00.000+02:00,WFM,32.85
2015-08-31T00:00:00.000+02:00,VRSN,68.94
2015-08-26T00:00:00.000+02:00,CERN,61.63
2015-08-13T00:00:00.000+02:00,PX,113.68
2015-09-21T00:00:00.000+02:00,DO,20.09
2015-09-04T00:00:00.000+02:00,CTXS,67.89
2015-08-27T00:00:00.000+02:00,CERN,61.44
2015-08-21T00:00:00.000+02:00,WAT,122.91
2015-08-24T00:00:00.000+02:00,AEP,54.83
2015-09-14T00:00:00.000+02:00,MU,16.7
